concept_cd
ES_12OCTUBRE_DIAG:20061296
ES_12OCTUBRE_DIAG:20061598
ES_12OCTUBRE_DIAG:20062005
ES_12OCTUBRE_DIAG:20062073
ES_12OCTUBRE_DIAG:20062265
ES_12OCTUBRE_DIAG:20062275
ES_12OCTUBRE_DIAG:20062286
ES_12OCTUBRE_DIAG:20062321
ES_12OCTUBRE_DIAG:20062456
ES_12OCTUBRE_DIAG:20062766
ES_12OCTUBRE_DIAG:20062767
ES_12OCTUBRE_DIAG:20064045
ES_12OCTUBRE_DIAG:20064431
ES_12OCTUBRE_DIAG:20064686
ES_12OCTUBRE_DIAG:20065130
ES_12OCTUBRE_DIAG:20065630
ES_12OCTUBRE_DIAG:20067693
ES_12OCTUBRE_DIAG:20067936
ES_12OCTUBRE_DIAG:20068490
ES_12OCTUBRE_PROC:20055690
ES_12OCTUBRE_PROC:20056502
ES_12OCTUBRE_PROC:20056724
ES_12OCTUBRE_PROC:20056749
ES_12OCTUBRE_PROC:20056795
ES_12OCTUBRE_PROC:20056966
ES_12OCTUBRE_PROC:20056972
ES_12OCTUBRE_PROC:20057857
ES_12OCTUBRE_PROC:20058054
ES_12OCTUBRE_PROC:20065294
ES_12OCTUBRE_PROC:20066331
ES_12OCTUBRE_PROC:20066537
ES_12OCTUBRE_PROC:20066560
ES_12OCTUBRE_PROC:20066565
ES_12OCTUBRE_PROC:20066914
ES_12OCTUBRE_PROC:20067148
ES_12OCTUBRE_PROC:20067383
ES_12OCTUBRE_PROC:20068135
ES_12OCTUBRE_PROC:20068144
ES_12OCTUBRE_PROC:20068176
ES_12OCTUBRE_PROC:20068387
ES_12OCTUBRE_PROC:20068428
ES_12OCTUBRE_PROC:20068623
ES_12OCTUBRE_PROC:20068631
ES_12OCTUBRE_PROC:20068632
ES_12OCTUBRE_PROC:20068636
ES_12OCTUBRE_PROC:20068663
ES_12OCTUBRE_PROC:20068883
ES_12OCTUBRE_PROC:20068888
ES_12OCTUBRE_PROC:20068915
ES_12OCTUBRE_PROC:20069123
ES_12OCTUBRE_PROC:20069403
ES_12OCTUBRE_PROC:20070387
OMG4:1097
OMG4:1105
OMG4:1208
OMG4:1212
OMG4:125
OMG4:1282
OMG4:15322
OMG4:1620
OMG4:210
OMG4:215
OMG4:225
OMG4:30616
OMG4:30618
OMG4:307474
OMG4:3089
OMG4:31214
OMG4:31215
OMG4:31216
OMG4:31220
OMG4:31222
OMG4:31225
OMG4:31618
OMG4:32111
OMG4:330
OMG4:331
OMG4:332
OMG4:342
OMG4:3530
OMG4:3531
OMG4:3532
OMG4:3533
OMG4:3534
OMG4:3536
OMG4:3540
OMG4:371
OMG4:372
OMG4:373
OMG4:400
OMG4:402
OMG4:405
OMG4:492
OMG4:5350
OMG4:5355
OMG4:600
OMG4:602
OMG4:604
OMG4:606
OMG4:608
OMG4:609
OMG4:610
OMG4:611
OMG4:612
OMG4:614
OMG4:616
OMG4:618
OMG4:6201
OMG4:650
OMG4:6825
OMG4:6834
OMG4:6835
OMG4:690
OMG4:6900
OMG4:6905
OMG4:6910
OMG4:6911
OMG4:6912
OMG4:6913
OMG4:6914
OMG4:6915
OMG4:6916
OMG4:6917
OMG4:6940
OMG4:6945
OMG4:6950
OMG4:6960
OMG4:6965
OMG4:6970
OMG4:6980
OMG4:6984
OMG4:6985
OMG4:6990
OMG4:6995
OMG4:6996
OMG4:6997
OMG4:6998
OMG4:6999
OMG4:7000
OMG4:7001
OMG4:7002
OMG4:7005
OMG4:7006
OMG4:7007
OMG4:7009
OMG4:7045
OMG4:7050
OMG4:7055
OMG4:7060
OMG4:7065
OMG4:7070
OMG4:714
OMG4:766
OMG4:767
OMG4:768
OMG4:801
OMG4:802
OMG4:806
OMG4:815
OMG4:816
OMG4:817
OMG4:828
OMG4:8300
OMG4:831
OMG4:8312
OMG4:8316
OMG4:8318
OMG4:8320
OMG4:8322
OMG4:8324
OMG4:8326
OMG4:8328
OMG4:8372
OMG4:8397
OMG4:840
OMG4:8448
OMG4:8450
OMG4:8496
OMG4:8498
OMG4:8510
OMG4:8512
OMG4:8514
OMG4:866
OMG4:90004
OMG4:90005
OMG4:901
OMG4:9028
OMG4:903
OMG4:905
OMG4:9056
OMG4:9068
OMG4:9096
OMG4:9120
OMG4:914
OMG4:9170
OMG4:9822
OMG4:9825
OMG4:9999
